similarity,md5,filename,name,query_filename,query_name,query_md5,ani
0.9923161361141603,06e56b3a528143a4764ba6627ae827df,metagenomes/SRR5468153.sig,SRR5468153,MP8IB2_15_Vanda_Ant.fa.gz,MP8IB2_15_Vanda_Ant,1c33fdeb,0.9997512071841383
0.32418587632638124,c4e41141ac56bd330ceca28bfb67eb83,metagenomes/SRR6266338.sig,SRR6266338,MP8IB2_15_Vanda_Ant.fa.gz,MP8IB2_15_Vanda_Ant,1c33fdeb,0.964315537117039
0.20490303695572631,58b983308fc9e3004b6b156c4995e23c,metagenomes/SRR5829599.sig,SRR5829599,MP8IB2_15_Vanda_Ant.fa.gz,MP8IB2_15_Vanda_Ant,1c33fdeb,0.950149367793664
0.0021953896816684962,6cd613beba968388b089f68d52624174,metagenomes/SRR5855414.sig,SRR5855414,MP8IB2_15_Vanda_Ant.fa.gz,MP8IB2_15_Vanda_Ant,1c33fdeb,0.820809379013076
0.0018294914013904135,bdcfad37e1ba78b28614dc9a2ce135ea,metagenomes/SRR5247052.sig,SRR5247052,MP8IB2_15_Vanda_Ant.fa.gz,MP8IB2_15_Vanda_Ant,1c33fdeb,0.81599608771225
0.0018294914013904135,200187371b667eb7cbcc315c2ed12337,metagenomes/SRR5891573.sig,SRR5891573,MP8IB2_15_Vanda_Ant.fa.gz,MP8IB2_15_Vanda_Ant,1c33fdeb,0.81599608771225
0.0014635931211123307,26be205fdbe28c2f992b0c8cef20b648,metagenomes/SRR7428116.sig,SRR7428116,MP8IB2_15_Vanda_Ant.fa.gz,MP8IB2_15_Vanda_Ant,1c33fdeb,0.8101434910385452
0.0014635931211123307,dd518fe5e0cc2866c8d138ee54325c47,metagenomes/SRR10953298.sig,SRR10953298,MP8IB2_15_Vanda_Ant.fa.gz,MP8IB2_15_Vanda_Ant,1c33fdeb,0.8101434910385452
0.0014635931211123307,8de488b91b9e7d2aae96552476d5b763,metagenomes/ERR1333181.sig,ERR1333181,MP8IB2_15_Vanda_Ant.fa.gz,MP8IB2_15_Vanda_Ant,1c33fdeb,0.8101434910385452
0.0014635931211123307,ad3c63a40ae95b729e7e65dce1da7de0,metagenomes/SRR2952554.sig,SRR2952554,MP8IB2_15_Vanda_Ant.fa.gz,MP8IB2_15_Vanda_Ant,1c33fdeb,0.8101434910385452
0.0014635931211123307,9893857a8fdb655be19c29f9d24b34c2,metagenomes/SRR6048908.sig,SRR6048908,MP8IB2_15_Vanda_Ant.fa.gz,MP8IB2_15_Vanda_Ant,1c33fdeb,0.8101434910385452
0.0010976948408342481,b0b1fbd52a4b68b7c1c2d88b9974d781,metagenomes/SRR7528444.sig,SRR7528444,MP8IB2_15_Vanda_Ant.fa.gz,MP8IB2_15_Vanda_Ant,1c33fdeb,0.8026600822534924
0.0010976948408342481,a9fccd89737737dce69d1b95fffb8b27,metagenomes/SRR5459769.sig,SRR5459769,MP8IB2_15_Vanda_Ant.fa.gz,MP8IB2_15_Vanda_Ant,1c33fdeb,0.8026600822534924
0.0010976948408342481,d4259c99ae9b930a11ac6959cb5edd1f,metagenomes/SRR5855413.sig,SRR5855413,MP8IB2_15_Vanda_Ant.fa.gz,MP8IB2_15_Vanda_Ant,1c33fdeb,0.8026600822534924
0.0010976948408342481,4193d4e66508861c4dd8703c25c0ff66,metagenomes/ERR3192241.sig,ERR3192241,MP8IB2_15_Vanda_Ant.fa.gz,MP8IB2_15_Vanda_Ant,1c33fdeb,0.8026600822534924
0.0010976948408342481,71b89843077b0e0038d1c3950cd40791,metagenomes/ERR3588763.sig,ERR3588763,MP8IB2_15_Vanda_Ant.fa.gz,MP8IB2_15_Vanda_Ant,1c33fdeb,0.8026600822534924
0.0010976948408342481,bf7b35f2710ca8b30c416028a35de058,metagenomes/SRR12473531.sig,SRR12473531,MP8IB2_15_Vanda_Ant.fa.gz,MP8IB2_15_Vanda_Ant,1c33fdeb,0.8026600822534924
