similarity,md5,filename,name,query_filename,query_name,query_md5,ani
0.3104805302402651,06e56b3a528143a4764ba6627ae827df,metagenomes/SRR5468153.sig,SRR5468153,MP9P1_79_Vanda_Ant.fa.gz,MP9P1_79_Vanda_Ant,2dc23cff,0.962972781611812
0.024233637116818557,c4e41141ac56bd330ceca28bfb67eb83,metagenomes/SRR6266338.sig,SRR6266338,MP9P1_79_Vanda_Ant.fa.gz,MP9P1_79_Vanda_Ant,2dc23cff,0.8869200462599721
0.004349627174813587,58b983308fc9e3004b6b156c4995e23c,metagenomes/SRR5829599.sig,SRR5829599,MP9P1_79_Vanda_Ant.fa.gz,MP9P1_79_Vanda_Ant,2dc23cff,0.8391141280942379
0.003728251864125932,d4259c99ae9b930a11ac6959cb5edd1f,metagenomes/SRR5855413.sig,SRR5855413,MP9P1_79_Vanda_Ant.fa.gz,MP9P1_79_Vanda_Ant,2dc23cff,0.8349519041394027
0.0031068765534382767,bdcfad37e1ba78b28614dc9a2ce135ea,metagenomes/SRR5247052.sig,SRR5247052,MP9P1_79_Vanda_Ant.fa.gz,MP9P1_79_Vanda_Ant,2dc23cff,0.8300556799495249
0.002899751449875725,6cd613beba968388b089f68d52624174,metagenomes/SRR5855414.sig,SRR5855414,MP9P1_79_Vanda_Ant.fa.gz,MP9P1_79_Vanda_Ant,2dc23cff,0.8282103817227474
0.002692626346313173,b0b1fbd52a4b68b7c1c2d88b9974d781,metagenomes/SRR7528444.sig,SRR7528444,MP9P1_79_Vanda_Ant.fa.gz,MP9P1_79_Vanda_Ant,2dc23cff,0.8262328434313089
0.0024855012427506215,200187371b667eb7cbcc315c2ed12337,metagenomes/SRR5891573.sig,SRR5891573,MP9P1_79_Vanda_Ant.fa.gz,MP9P1_79_Vanda_Ant,2dc23cff,0.8241022431811179
0.0022783761391880694,9893857a8fdb655be19c29f9d24b34c2,metagenomes/SRR6048908.sig,SRR6048908,MP9P1_79_Vanda_Ant.fa.gz,MP9P1_79_Vanda_Ant,2dc23cff,0.821792380865037
0.002071251035625518,ad3c63a40ae95b729e7e65dce1da7de0,metagenomes/SRR2952554.sig,SRR2952554,MP9P1_79_Vanda_Ant.fa.gz,MP9P1_79_Vanda_Ant,2dc23cff,0.8192696422636377
0.0012427506213753107,4193d4e66508861c4dd8703c25c0ff66,metagenomes/ERR3192241.sig,ERR3192241,MP9P1_79_Vanda_Ant.fa.gz,MP9P1_79_Vanda_Ant,2dc23cff,0.8058801363751302
0.0012427506213753107,71b89843077b0e0038d1c3950cd40791,metagenomes/ERR3588763.sig,ERR3588763,MP9P1_79_Vanda_Ant.fa.gz,MP9P1_79_Vanda_Ant,2dc23cff,0.8058801363751302
0.0012427506213753107,dd518fe5e0cc2866c8d138ee54325c47,metagenomes/SRR10953298.sig,SRR10953298,MP9P1_79_Vanda_Ant.fa.gz,MP9P1_79_Vanda_Ant,2dc23cff,0.8058801363751302
0.0012427506213753107,bf7b35f2710ca8b30c416028a35de058,metagenomes/SRR12473531.sig,SRR12473531,MP9P1_79_Vanda_Ant.fa.gz,MP9P1_79_Vanda_Ant,2dc23cff,0.8058801363751302
0.001035625517812759,26be205fdbe28c2f992b0c8cef20b648,metagenomes/SRR7428116.sig,SRR7428116,MP9P1_79_Vanda_Ant.fa.gz,MP9P1_79_Vanda_Ant,2dc23cff,0.8011543913372423
0.001035625517812759,a9fccd89737737dce69d1b95fffb8b27,metagenomes/SRR5459769.sig,SRR5459769,MP9P1_79_Vanda_Ant.fa.gz,MP9P1_79_Vanda_Ant,2dc23cff,0.8011543913372423
0.0008285004142502071,8de488b91b9e7d2aae96552476d5b763,metagenomes/ERR1333181.sig,ERR1333181,MP9P1_79_Vanda_Ant.fa.gz,MP9P1_79_Vanda_Ant,2dc23cff,0.7954082442705204
